danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id.1,uri,track_href,analysis_url,duration_ms,time_signature,popularity,artists,album-name,release-date,name,lyrics,perplexity,nll,vader_sentiment,song_length,genre,topic_modelling
0.538,0.739,1,-5.978,1,0.0359,0.0299,0,0.114,0.414,78.997,audio_features,5gnqu97deHhh3MBfeJXXev,spotify:track:5gnqu97deHhh3MBfeJXXev,https://api.spotify.com/v1/tracks/5gnqu97deHhh3MBfeJXXev,https://api.spotify.com/v1/audio-analysis/5gnqu97deHhh3MBfeJXXev,207787,4,39,Parson James,The Temple EP,2/5/16,Slow Dance With The Devil," Had a prayer I was saving, gave it up for the darkIn the heat of the night my guard comes downYou got away with desire, you got away with the flameAnd all your demons take me higher but my soul is underground And I slow dance, slow dance, slow dance with the devilSlow dance, slow dance with the devil Burn me up, take me downTake my love and blow it outKeep the ashes from my heart and walk awayPull me into your fire, wanna hold you tonightI'll slow dance with the devil The sky ain't watching and the crows never weepAnd the road to salvation crumbling under me So I slow dance, slow dance, slow dance with the devilSlow dance, slow dance with the devil Burn me up, take me downTake my love and blow it outKeep the ashes from my heart and walk awayPull me into your fire, wanna hold you tonightI'll slow dance with the devil",16.6793251,13.92273625,-0.9942,1248,Other,1
0.732,0.529,8,-8.724,1,0.0326,0.268,0.00206,0.0679,0.827,88.756,audio_features,0i3VVNL5WqE6qKdWBxJkwN,spotify:track:0i3VVNL5WqE6qKdWBxJkwN,https://api.spotify.com/v1/tracks/0i3VVNL5WqE6qKdWBxJkwN,https://api.spotify.com/v1/audio-analysis/0i3VVNL5WqE6qKdWBxJkwN,224840,4,0,Feist,Let It Die,5/25/04,Mushaboom," Helping the kids out of their coatsBut wait the babies haven't been bor-or-or-or-or-orn, oh-oh-oh-oh-oh-oh-ohUnpacking the bags and setting upAnd planting lilacs and buttercu-u-u-u-u-u-ups, oh-oh-oh-oh-oh-oh-ohBut in the meantime I've got it hardSecond floor living without a yardIt may be years until the dayMy dreams will match up with my pay O-o-o-o-o-o-old dirt road  Knee-e-e-e-e-e-e deep snow  Watching the fire as we grow  O-o-o-o-o-o-old I've got a man to stick it outAnd make a home from a rented hou-ou-ou-ou-ou-ou-ouse, oh-oh-oh-oh-oh-oh-ohAnd we'll collect the moments one by oneI guess that's how the future's do-o-o-o-o-o-one, oh-oh-oh-oh-oh-oh-ohHow many acres how much lightTucked in the woods and out of sightTalk to the neighbours and tip my capOn a little road barely on the map",19.10139465,14.64530708,-0.9109,1350,Other,1
0.47,0.89,2,-4.672,1,0.0456,0.000798,1.23E-05,0.196,0.628,154.982,audio_features,6vtLtrPHZAo5OUy1Sk9BTH,spotify:track:6vtLtrPHZAo5OUy1Sk9BTH,https://api.spotify.com/v1/tracks/6vtLtrPHZAo5OUy1Sk9BTH,https://api.spotify.com/v1/audio-analysis/6vtLtrPHZAo5OUy1Sk9BTH,263400,4,49,Foster The People,Supermodel,3/14/14,Ask Yourself," Well, I've tried to live like the way that you wanted me toNever needed the proof, just followed the rulesWell, I pick up all the paces and move my feet as fast as I canI'm always falling behind, just float in the linesAnd you want more and ambition's taken its toll on youWell, hey, your confidence is fading with your youth If you say that dreamers always get what they desireWell, I've found the more I want, the less I've gotIs this the life you've been waiting for?Are you hoping that you'll be where you want with a little more? You're coughing blood againI know 'cause I clean up the mess every now and thenJust fold the line along the seamForce a smile and never say what you meanYou're in the promised land in someone else's dreamIf you want more and you'll get thereThrow a quarter in the wellIt's okay, you're fine, ambition's not a crime If you say that dreamers always get what they desireWell, I've found the more I want, the less I've gotIs this the life you've been waiting for?Are you hoping that you'll be where you want with a little more?Well, ask yourself",19.0995636,14.74832728,0.9946,1557,Rock,4
0.718,0.934,4,-3.153,1,0.0379,0.00149,0.000131,0.324,0.239,119.989,audio_features,4rex1k9pBVFaIVKBBssZzi,spotify:track:4rex1k9pBVFaIVKBBssZzi,https://api.spotify.com/v1/tracks/4rex1k9pBVFaIVKBBssZzi,https://api.spotify.com/v1/audio-analysis/4rex1k9pBVFaIVKBBssZzi,198021,4,0,PNAU,Chameleon,11/4/16,Chameleon," Alright, yeah, go, peace when I get going  Chameleon keeps me a keep going  The pyramid tells me a sweet song  Chameleon keeps me a keep going   Peak and rock away, lean and walk awayDo you wanna stay? Do you love, I say?Peak and rock away, lean and walk awayDo you wanna stay? Do you love, I say? Come to the flicker of the sun with meCan you come to the centre of the sun with me?Saying we can rock with the rhythm wiseWe can rock with the rhythm wiseWe can rock with the rhythm wiseWe can rock, rock, rock I hear your footsteps walking to my doorKnock-a, knock-a, knock-a, bangin' loudI hear your footsteps walking to my doorKnock-a, knock-a, knockin' on the floorEyo",20.22335434,14.9529241,0.9944,1482,Rock,0
0.868,0.669,2,-7.918,0,0.0356,0.047,0.0134,0.0959,0.779,126.034,audio_features,35uG86WYa3CYB7lG1ixATU,spotify:track:35uG86WYa3CYB7lG1ixATU,https://api.spotify.com/v1/tracks/35uG86WYa3CYB7lG1ixATU,https://api.spotify.com/v1/audio-analysis/35uG86WYa3CYB7lG1ixATU,222253,4,0,Electric Guest,Mondo,4/12/12,Under the Gun,"Damon A. born in Santa FeTo a lovely girl who knew nothing of the worldShe said, ""Baby boy, go for the fame, go for the fame""He said, ""I don't know, let me explain""All his life, it was never rightStill he had his dream, made it work out in-betweenHearing ""baby boy, go for the fame, go for the fame""But they shut him downSo alone, guess I gotta find a homeWere we born to be...So alone, guess I gotta find a homeWere we born to be alone?Maya Mi hated Tennessee, so she packed her bagHalfway gone she called her dadHe said, ""Baby girl, if you want free, you won't see me""She said, ""Ok,"" and ""just let me be""Got some work, called the bosses ""sir""But although she tried, something's sick insideHearing, ""Baby girl, if you want free, you won't see me""And they shot her downSo alone, guess I gotta find a homeWere we born to be...So alone, guess I gotta find a homeWere we born to be alone?",16.69847488,14.01913332,-0.8199,1224,Rock,2
0.58,0.295,6,-14.465,1,0.0424,0.617,0,0.1,0.417,140.875,audio_features,5gAJNgsQomkampOwnuEQ44,spotify:track:5gAJNgsQomkampOwnuEQ44,https://api.spotify.com/v1/tracks/5gAJNgsQomkampOwnuEQ44,https://api.spotify.com/v1/audio-analysis/5gAJNgsQomkampOwnuEQ44,205400,4,11,Canned Heat,Uncanned! The Best Of Canned Heat,1/1/94,Poor Moon," Ever since I was a kidYou sure looked good to meNow, I'm a man full-grown, and IKnow what I hate to see   It might be tomorrow  I just don't know  It might take yearsI wonder when they're going toDestroy your face It may seem silly, but I don't likeWhat's been coming down'Cause you've been looking good too longTo change your color now   They might test some bomb  And scar your skin  I don't think they care, soI wonder when they're going toDestroy your face",35.0032692,17.33277665,-0.962,1422,Other,0
0.616,0.957,7,-3.134,1,0.194,0.0435,0,0.256,0.564,78.013,audio_features,3S2kxneiC4nGxEWGs1S2D5,spotify:track:3S2kxneiC4nGxEWGs1S2D5,https://api.spotify.com/v1/tracks/3S2kxneiC4nGxEWGs1S2D5,https://api.spotify.com/v1/audio-analysis/3S2kxneiC4nGxEWGs1S2D5,544547,4,0,SpongeBOZZ,Started from the Bottom / KrabbenKoke Tape (Deluxe Edition),6/9/17,Started from the Bottom," Started from the bottomDa, wo ich herkomm', gibt es keine Badepromenaden, sondern StahlbetonfassadenLass' AK-Geschosse hageln, zwanzig Jahre – Loch im MagenGleicher Traum – ich bin allein mit meiner Ma gekomm'n im WagenPain wird weggeblasen, wenn wir Planktonhazeknolle atmenUnd die kriminelle Bahn gelegt durch KrabbenkokanasenCash auf Schwarzgeldkonten stapelnMein Stiefvater war Koksticker, macht Bares aus den Bubbles, Kilos Ware auf dem WagenDafür Jahre auf ihn wartenSie hatten Schaden davon getragen, ich war sechs, die Seele schwarz und voller NarbenDeshalb damals schon cold-bloodedJede Nacht betete meine Mama: „Gott bewahre“, wenn ich Magnumtrommeln ladeHeut 75k CDs ohne ein'n Radiosong vermarktenDicker, niemand dachte, dass wir in 'ner starken Woche chartenMit Capri_sonne starten, um den Status Gold zu jagenOb ich's schaffe, wird sich eines Tages offenbaren Started from the bottomKalaschnikows geladen, lasse Stahlgeschosse hagelnStarted from the bottomStartete von unten, um den Status Gold zu jagenStarted from the bottom JBB 2013, QualifikationSchwamm am Mikrofon – Diskussion spaltet die NationÜber Nacht 'ne Million'n, ratter' im Takt Silben wie Kalaschnipatron'nRapp' von Bikini Bottom, Planktonweed und KoksZu viel' Fehlinvestments, ich musste mein Money wieder hol'nVoller Hass und Aggression – Angriff auf den ThronMassen sind krass am blow'n, jetzt soll Sunny wieder flow'n?Der beste Fuffi meines Lebens: die Maske bei AmazonMafiaattitüde, per Hand Mimik wie PantomimeTickte weiter Planktontüten anonym im SchwammkostümIhr seid heiß auf meine IdentitätKids analysier'n jeden Videoframe, um mich in 'ner Spiegelung zu sehenEs hieß, SpongeBOZZ dreht am Osnabrücker Bahnhof wie Sun DiegoRappt die Parts so wie Sun Diego, Chucks sind schwarz wie bei Sun DiegoBezahlte Videos durch Yayo, nie geblasen für ein DemoZu schade für mein Ego, started from the Bottom wie'n Torpedo Started from the bottomDamals hart in Kommentaren, heut bei Capri_sonne blasenStarted from the bottomStartete von unten, um den Status Gold zu jagenStarted from the bottom Die Szene liegt im Krankenhaus gebrochenDenn sie hat die Meldung „zwanzigtausend Boxen“ wie 'ne blanke Faust getroffenDas Rezept ist: weiter, obwohl sie nicht an dich glauben, droppenDann kann dich auch nix stoppenNie ein A&R gewesenAber schlau genug, das Biz ohne Labelerfahrung eben auf Majorbasis zu regelnWar kein MarketingbiestAber jahrelange Erfahrung im Straßenvertrieb – simple MathematikÜbertrag' das Prinzip aufs Musikspiel vom StreetspielIch behandelte Vertriebsdeal wie'n WeeddealDamals wollte niemand investieren in SpongieAlso nahm ich bei Soulfood 'ne halbe Mio auf KombiZwischen Rapbattles mit Applechefs Geschäftsessen, kein ManagementSelber den Stress gehandelt, Denta-Gangstarap auf NextlevelDenn „echter Selfmademan“ heißt kein'm Labelchef ein'n Prozent schenkenBei mir blieb mehr an 'ner CD häng'n als nach PeppsessionsMorgens Meetings wegen Pressung von CDsAbends Meetings wegen Pressung von dem SchneeHab' die Hoodscheiße satt, schreib' die Hooklines bei NachtFick das Rapgame! Ich bin ein Hybrid aus Suge Knight und PacHab' mein Leben weggeschmissen, um hier jeden wegzufickenJeder macht 'ne Show, Verräter macht auf BroIn der Trainingsjacke Blow, dieses Leben macht mich coldBitch, das Einzige, was für mich zählt, ist Media Control Started from the bottom, now we hereStarted from the bottom, now my whole team fuckin' hereZwanzig Jahre Loch im Magen, um heut „Masel tov“ zu sagenStarted from the bottomStartete von unten, um den Status Gold zu jagenStarted from the bottomEin G, der die gold'ne Platte jagtBikini-Bottom-MafiaHeut regnet's KrabbenkokanasenWe started from the –, started from the bottomBottom, bottomBottom, bottomBottom, bottomStarted from the bottomBottom, bottomBottom, bottomBottom, bottom Sie dominier'n mit Stanniflows die Hitlist, nur Junkiehoes im BusinessScheine regnen in die Labelkassen – money over bitchesUnd heute muss ich nicht mehr verticken, Drogen verpackenDank der ersten Rapmillion'n auf Nickelodeons NackenMit der Premiere die Szene gebangt, zerlegte die KonkurrenzMeine CD geht Top-Ten, aber dann kommt die BPjMSie schickten mir Post, denn sie wollen nicht, dass mein Planktonweed blühtIch schlief in der Schallschutzkabine für mein AlbumdebütWegen „A.C.A.B.“ die Kritik und Meinung verdrängtDer Antragsteller war sogar der PolizeipräsidentPer Gericht aus dem HandelZehn Jahre Blut, Schweiß und Trän'n, um nach sechs Monaten auf dem Index zu landenDein Sohn war Dealer, doch wollt' Mama stolz machen mit RapUnd als Erfolge kamen, nahmen sie mein'n Goldstatus wegProphezeih' jetzt den Krieg, Koks und Nine in den JeansAuf der Kugel steht dein Name, Polizeichef Ber— Started from the bottomDer Staat will Spongie schaden, nimmt die Ware aus dem LadenStarted from the bottomStartete von unten, um den Status Gold zu jagenStarted from the bottom Damals Dope auf den Streets, heute Flows auf den BeatsIch hab's nicht mehr nötig, doch verkauf' das Coke aus PrinzipMit sechs besucht' ich Dad im Knast, mit zwanzig Start als KoksbaronKarmarotation – wie der Vater, so der Sohn29. August, SchicksalsstundeBin fast gestorben beim Recorden von der King-Final-RundeEgal, der Schmerz im Gehirn wird bis es fertig wird vom Herz ignoriertWeil ein God of Battle eher stirbt als erbärmlich verliertRückrunde, in zwei Wochen VideoabgabedeadlineIch schrieb den gesamten Text liegend im KrankenbettUnd heute sticheln sie in Songs mit circa zwanzigtausend KlicksDamals hab' ich sie noch halbtot aus dem Krankenhaus gefickt2014 woll'n sie Druck mit Mordanschlägen machenIst es Zufall, dass gleichzeitig beide Vorderräder platzen?Wegen Neid, Fame und GeldFrau am Steuer und daneben sitzt mein zweijähriger Nel – highway to hellSie geh'n nachts ans Auto, währenddessen schreib' ich grade PhrasenFür Kleidung, etwas im Magen und die Einrichtung zu zahlenSchlangen schleimen auf der StraßeLächeln ins Gesicht, doch hinterm Rücken Reifensabotage, ich weiß nicht, wer sie warenDenn im Umfeld sind Ratten aus den dunkelsten SchattenDoch sie mussten es schaffen, weil sie'n Schutzengel hattenBlutrache, find' ich heute die TäterDenn zwischen Gutenachtlied und Knast liegt 'ne Neunmillimeter Started from the bottomZwanzig Jahre Loch im Magen, um heut „Masel tov“ zu sagenStarted from the bottomStartete von unten, um den Status Gold zu jagenStarted from the bottom Ich musste aus 'nem zerbrochenen Elternhaus am Tiefpunkt startenAlleinerzieh'nde Mum, ständig war Dad im Bau – Familiendram'nLeerer Bankaccount, doch Miete zahlenDurch ihren Exmann auch Kredite zahlen – sie war 'ne Kämpferfrau seit vielen JahrenDeshalb fünf Uhr morgens Fensterbau bei MinusgradenDanach Videodrehs, pumpte den Gangstersound in TiefgaragenWeedplantagen, DealermargenSagte meiner Mutter: „Das sind Gelder aus Profitanlagen.“Über Nacht 'ne Mio Klicks auf VideoclipsAber dafür kilometerweit voll eingequetscht in 'nem Clio zwischen Stativen beim GiodissMachte mit Plankton für die Miete meines Studios GeldKein Streetcinema – damals war alles do-it-yourselfKein Budget, deshalb in der Nachbarschaft vertickenUnd trotz selbstgebautem Kameraequipment noch geschafft, alles zu fickenBad to the Bones, friss die Tecmunition!Was du rappst für den Thron? Bitch, ich rapp' für mein'n Sohn! Started from the bottom, now we hereStarted from the bottom, now my whole team fuckin' hereZwanzig Jahre Loch im Magen, um heut „Masel tov“ zu sagenStarted from the bottomStartete von unten, um den Status Gold zu jagenStarted from the bottomEin G, der die gold'ne Platte jagtBikini-Bottom-MafiaHeut regnet's KrabbenkokanasenWe started from the –, started from the bottomBottom, bottomBottom, bottomBottom, bottomStarted from the bottomBottom, bottomBottom, bottomBottom, bottom",85.81028748,22.22831494,-0.9993,8290,Hip hop,3
0.66,0.591,4,-8.497,0,0.026,0.16,0.848,0.632,0.849,100.034,audio_features,5fLfzMQ6T583mnUke8622M,spotify:track:5fLfzMQ6T583mnUke8622M,https://api.spotify.com/v1/tracks/5fLfzMQ6T583mnUke8622M,https://api.spotify.com/v1/audio-analysis/5fLfzMQ6T583mnUke8622M,172507,4,0,Sports,Naked All the Time,7/24/15,You Are the Right One," You were the right wayI was just waiting ' for you to look at meIs there a wrong timeBaby, I'm guessingJust let me know Well, it's been a long timeSince you've been lonelySo what will I doYou are the right oneAnd I'm just the boy who is looking at you Peut-être une prochaine fois, au détour d'un barSo what will I doAvec quatre grammes dans l'sangÀ plus mec, bonne soirée I tried the wrong wayI was just guessing, biding my timeYou are the only one I can picture by my side",43.03285217,18.27239497,-0.765,558,Other,0
0.677,0.713,3,-8.42,0,0.036,0.00564,0.0604,0.112,0.845,129.99,audio_features,3FEBsU1XGqjwkDfMn8utnw,spotify:track:3FEBsU1XGqjwkDfMn8utnw,https://api.spotify.com/v1/tracks/3FEBsU1XGqjwkDfMn8utnw,https://api.spotify.com/v1/audio-analysis/3FEBsU1XGqjwkDfMn8utnw,302787,4,0,Methyl Ethel,Everything Is Forgotten,3/3/17,Ubu," Now you cut yourself off from your friendsIt's not just a personality thingIt's 'cause you're still so afraid of what is on a planeYou've been dreaming about it againYou're going to have to explain yourself, it's personalBut once it's done, it's just as wellI know it hurts, see, I can tellBut to face it is the main thing You've pulled back and you don't seem rightYour skin is looking deathly whiteI wanna see you get out and aroundHave a run or just lounge in the sunN-n-n-n-n-n-n-n-n-no, I don't wanna force this on youBut I have to do somethingBefore you go and break yourselfBeyond your ""Don't look down""s I thought I saw you on the street on the corner at the barThought I saw you in the car in the shadow at the parkSaw you waiting in the darkFor someone to explain just how it ended this wayI thought I saw you on the street on the corner at the barThought I saw you in the car in the shadow at the parkSaw you waiting in the darkFor someone to explain just how it ended this way",15.35221577,13.44208198,-0.9995,3533,Rock,0
0.58,0.223,0,-11.978,1,0.0289,0.783,0.00104,0.117,0.158,120.169,audio_features,02zTg9eTlJp4RfUDthHJEL,spotify:track:02zTg9eTlJp4RfUDthHJEL,https://api.spotify.com/v1/tracks/02zTg9eTlJp4RfUDthHJEL,https://api.spotify.com/v1/audio-analysis/02zTg9eTlJp4RfUDthHJEL,226903,4,0,The Franklin Electric,This Is How I Let You Down,5/6/14,This Is How I Let You Down," Got me so locked away againLocked away again somehowTrust in me, I'd lead you blindly if I needed someone to follow my role This is how I let you down, this is how I let you downAnd I've never been scared to showSomehow I'm feeling it more as I get oldAnd I guess it ain't a TV show You spoke the words I'd love to hear, but still you chose to follow my leadI know your heart was alone, leading you blindBut somehow you knew it all this time This is how I let you down, this is how I let you downAnd I've never been scared to showSomehow I'm feeling it more as I get oldAnd I guess it ain't a TV show A room full of mirrors and it's making me turnNobody can help you when the medicine burns",18.96122742,14.62543862,0.8984,922,Folk,0
0.66,0.632,8,-7.028,1,0.0308,0.475,0.000731,0.283,0.926,98.272,audio_features,5zF200It0lex62TAEflGTt,spotify:track:5zF200It0lex62TAEflGTt,https://api.spotify.com/v1/tracks/5zF200It0lex62TAEflGTt,https://api.spotify.com/v1/audio-analysis/5zF200It0lex62TAEflGTt,179747,4,0,The Jackson 5,Motown 50 Fanthology,1/1/09,I Want You Back," Uh-huh huh huh huhLet me tell ya nowUh-huh When I had you to myself, I didn't want you aroundThose pretty faces always made you stand out in a crowdBut someone picked you from the bunch, one glance was all it tookNow it's much too late for me to take a second look Oh, baby, give me one more chance  Won't you please let me  Oh, darlin', I was blind to let you go  But now since I see you in his arms   Yes, I do now  Ooh, ooh, baby  Yeah, yeah, yeah, yeah  Na, na, na, na Tryin' to live without your love is one long sleepless nightLet me show you, girl, that I know wrong from rightEvery street you walk on I leave tear stains on the groundFollowing the girl I didn't even want aroundLet me tell you now",27.0641613,16.15277405,0.9885,2272,Other,1
0.839,0.521,7,-10.45,1,0.166,0.245,0.00545,0.607,0.33,105.992,audio_features,76gUmNLXGQVOsGhfcshkFP,spotify:track:76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/tracks/76gUmNLXGQVOsGhfcshkFP,https://api.spotify.com/v1/audio-analysis/76gUmNLXGQVOsGhfcshkFP,205163,4,62,Drake,More Life,3/18/17,Madiba Riddim," Ayy, ayy, ayy I cannot tell who is my friendI need distance between me and themGonna have to teach me how to love you againGod knows I'm tryingGod knows I'm trying for youGod knows I'm trying God knows itPure mind and pure soul I possess, He knows itAnointed and protected, I was chosenMy heart is way too frozen to get broken I seen man turn fool for the moneyOne too many timesI seen some girls turn their backOn their best friend from timeI heard you say things that you can't take back, girl, no timeI need you to go easy now and fix up one time I cannot tell who is my friendI need distance between me and themGonna have to teach me how to love you againGod knows I'm tryingGod knows I'm trying for youGod knows I'm trying",24.3886013,15.61567655,0.9946,1546,Hip hop,4
0.76,0.598,9,-5.838,0,0.0268,0.151,0.00259,0.0314,0.937,103.977,audio_features,701DK0It9f7iurRnzKvF0y,spotify:track:701DK0It9f7iurRnzKvF0y,https://api.spotify.com/v1/tracks/701DK0It9f7iurRnzKvF0y,https://api.spotify.com/v1/audio-analysis/701DK0It9f7iurRnzKvF0y,249120,4,57,John Mayer,The Search for Everything,4/14/17,Helpless, The same drink that gets me out the doorIs the same drink that puts me on the floorAnd the new thing I wanna try some moreIs the same mistake I used to make before If I'm helpless tell me nowTell me nowIf I'm helpless tell me nowTell me nowIf I'm helpless tell me nowTell me nowAnd I'll stop trying to figure it out The same brain that brings me ecstacyIs the same pain that gets the best of meAnd the one I love the most just said to meA broken heart is all I'll ever be If I'm helpless tell me nowTell me nowIf I'm helpless tell me nowTell me nowIf I'm helpless tell me nowTell me nowAnd I'll stop trying to figure it out,9.480884552,11.17382979,-0.9814,998,Rock,3
0.735,0.555,1,-8.84,0,0.0366,0.382,0.856,0.0952,0.523,100.01,audio_features,3WS7spXVlbeC5kjePmHMQW,spotify:track:3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/tracks/3WS7spXVlbeC5kjePmHMQW,https://api.spotify.com/v1/audio-analysis/3WS7spXVlbeC5kjePmHMQW,277975,4,58,Pretty Lights,Taking up Your Precious Time,10/23/06,Finally Moving,"Oh, sometimes I get a good feeling, yeahOh, sometimes I get a good feeling, yeahGet a feeling that I never, never, never, never had before. Oh, noI get a good feeling, yeahOh, sometimes I get a good feeling, yeahGet a feeling that I never, never, never, never had before. Oh, noI get a good feeling, yeahJust want to tell ya right nowI really do feel itJust want to tell ya right nowI really do feel itOh, sometimes I get a good feeling, yeahGet a feeling that I never, never, never, never had before. Oh, noI get a good feeling, yeahJust want to tell ya right nowI really do feel itJust want to tell ya right nowI really do feel it",3.095894575,5.581895286,0.9875,684,Jazz,0
0.632,0.564,2,-7.042,1,0.0309,0.0539,2.43E-05,0.291,0.134,126.9,audio_features,17YVl4TzNHQlHIyokvt1TD,spotify:track:17YVl4TzNHQlHIyokvt1TD,https://api.spotify.com/v1/tracks/17YVl4TzNHQlHIyokvt1TD,https://api.spotify.com/v1/audio-analysis/17YVl4TzNHQlHIyokvt1TD,285067,4,53,The-Dream,Fifty Shades Darker (Original Motion Picture Soundtrack),2/10/17,Code Blue," The closer I get to youThe more I feel like cryingThe further I get from youThe more I feel like dying You said you'll beRight here forever babyI know somedayThere's no forever babyI'm just looking for a little favourAnd you're just trying to save a little timeBaby let me give you a piece of mine That's what I get for loving you, code blueThat's what I get for loving you, code blueThat's what I get for loving you, code blueThat's what I get for loving you, code blue Take whatever's left, babyIf you go without your heart you will never knowYou, meAs we walk into those doorsIn the shadows of the unknown",17.13007355,14.00825822,0.9977,1377,Other,4
0.552,0.702,0,-7.397,0,0.0301,0.000556,8.61E-05,0.0463,0.174,113.036,audio_features,7y4mFTN650SEa7G1Tu7kOX,spotify:track:7y4mFTN650SEa7G1Tu7kOX,https://api.spotify.com/v1/tracks/7y4mFTN650SEa7G1Tu7kOX,https://api.spotify.com/v1/audio-analysis/7y4mFTN650SEa7G1Tu7kOX,226053,4,0,WhoMadeWho,Dreams,3/3/14,The Morning,"Verse 1:In the mornings, I was filled with joy and laughterIn the evenings, I would cry myself to sleepI was dreaming of the great forever afterDreaming of windmills and of swimming in the seaChorus:Times were changing fasterThat I never understood...Days would turn to eveningsTurn to nights and disappearVerse 2:I was living mainly in the cityThough I have been a country boy beforeI did everything, very young and sillyJust because I found my life to be a boreChorus:Times were changing fasterThat I never understood...Days would turn to eveningsTurn to nights and disappear",23.09630775,15.21533682,0.6771,626,Electronic,2
0.634,0.922,0,-2.898,1,0.246,0.105,0,0.826,0.563,90.974,audio_features,50tTbwbQTgn5Zgo4EyH75H,spotify:track:50tTbwbQTgn5Zgo4EyH75H,https://api.spotify.com/v1/tracks/50tTbwbQTgn5Zgo4EyH75H,https://api.spotify.com/v1/audio-analysis/50tTbwbQTgn5Zgo4EyH75H,86733,4,29,Gnarls Barkley,St. Elsewhere,5/2/06,Feng Shui," In this house the decor is the obvious obscureYou can see clearly the theory of less is more  A plant, a pet, and books on a shelfAnd a frame on the wall where you canPicture yourself  And you're welcome to stayBut even your company must complement The Feng Shui Ah, even down to what I have onThey do wonder to what extents I have goneTailored and tapered, contoured to the curveDemanding the attention that it does deserveFabrics for the forecast of the dayI admit it, everything is fitted to fall in Feng Shui But more importantly the way that I moveIf I'm in your town, my needle's down on the grooveOn sight, they know my songAnd it ain't slow and it sure ain't longYou see, I do not playForgive me father, I was forced out of Feng Shui A flow as subtle as a summer breezeLike the whispering winds and the talking treesTo big to be boxed in, it bobs and weavesIt evolves, it solves, it gives and receivesAnd everything I say is calculated appropriatedWritten and arranged in Feng Shui",84.2256012,21.88450644,0.7323,1109,Hip hop,1
0.585,0.644,9,-5.827,1,0.212,0.391,0,0.0781,0.726,86.533,audio_features,4o9VSrbynnZuGjgeBAxO4N,spotify:track:4o9VSrbynnZuGjgeBAxO4N,https://api.spotify.com/v1/tracks/4o9VSrbynnZuGjgeBAxO4N,https://api.spotify.com/v1/audio-analysis/4o9VSrbynnZuGjgeBAxO4N,205120,4,43,Gianna Nannini,Amore gigante,10/27/17,Fenomenale," Stanotte io non vengo e resto a casaChe io non voglia di uscireBallo in mutande, ingannerò l'attesaDi un nostro incontro con un gelato all'amarenaQuello che ieri dalla mia schiena è soffiato viaE non è colpa tua né colpa miaSe quando ci vediamo siamo due animaliNon ci si prende per le maniE la tua lingua taglia il cieloPer le mie gambe aeroplaniE dimmi com'èChe non riesco più a stare solaIncrocerò il tuo sguardoPer dirti ancora Che voglio solo perdermi dentro di reE camminare dentro questo amoreChe è una linea di confineVoglio calpestarti il cuoreVedere come va a finireSe son più brava io a sbagliareOppure tu a mentire FenomenaleTutto questo è una pazziaFenomenaleTutto questo è una pazziaFenomenaleFe-no-menale",76.0943222,21.65986925,-0.6808,1517,Other,3
0.752,0.746,2,-7.36,1,0.0392,0.0184,0.00404,0.121,0.875,129.018,audio_features,2F3JdJbBhREjyiAU9nXwMP,spotify:track:2F3JdJbBhREjyiAU9nXwMP,https://api.spotify.com/v1/tracks/2F3JdJbBhREjyiAU9nXwMP,https://api.spotify.com/v1/audio-analysis/2F3JdJbBhREjyiAU9nXwMP,255399,4,42,The Jungle Giants,The Jungle Giants,7/1/11,Mr Polite," Comin' aroundI'm gonna take you to townI've got your name on my collarI'm wearing you aboutCan I take you out to see the sea?Can I hear another story, please?Are you led to the assumptionThat your company is something that I need? Hey!I'll only stay if you will stayI'll only go if you will goWhat are we doing anyway?No!No, I don't even know these peopleBut I don't mind a little unfamiliarityWhile I politely let go Please stop from packing your bagsOr am I moving too fast?I know we're living in the cityWell, here, we won't lastThere's a little place near hereI like to go and see the sky is clearWell, you can come with me and tell meThat I am the only one you don't fear",31.88761139,17.01432503,0.7858,1300,Other,2
0.453,0.573,7,-7.281,0,0.0948,0.14,0,0.171,0.167,138.802,audio_features,5DftjTDXEH4MjeZwc42o0C,spotify:track:5DftjTDXEH4MjeZwc42o0C,https://api.spotify.com/v1/tracks/5DftjTDXEH4MjeZwc42o0C,https://api.spotify.com/v1/audio-analysis/5DftjTDXEH4MjeZwc42o0C,269508,4,27,TRACES,Share Your Love,2/3/16,Share Your Love," You bite your lipFold your handsYour wasted wordsThey fall like sand Baby, bless your heartThese walls are painted with your scarsBut I can't feel the words you sayNo, I don't feel the words you say, noYou share your love in the darkWatch your prayers fall apartLonging just to feel somethingBut I don't feel a damn thing, noYou share your love Cover your eyesWith your unkept hairYour raging firesThey buried all these yearsOh, no no So baby, bless your heartThese walls are painted with your scarsBut I can't feel the words you sayNo, I don't feel the words you say, noYou share your love in the darkYou watch your prayers fall apartYou're longing just to feel somethingBut I don't feel a damn thing, noYou share your love",15.42549324,13.5191647,0.9888,1303,Other,0
